WELL,DEPTH,GR,RHOB,NPHI,PEF,DT,DTS,RT
15/9-F-11 A,3325.1,10.776,2.593,0.067,7.825,59.775,106.37,9.457
15/9-F-11 A,3325.2,10.589,2.592,0.066,7.785,59.402,105.315,9.397
15/9-F-11 A,3325.3,9.519,2.593,0.068,7.736,59.154,104.631,9.337
15/9-F-11 A,3325.4,9.048,2.597,0.069,7.694,58.977,104.082,9.259
15/9-F-11 A,3325.5,9.474,2.599,0.066,7.675,58.902,103.677,9.197
15/9-F-11 A,3325.6,8.285,2.597,0.066,7.694,58.862,103.907,9.193
15/9-F-11 A,3325.7,7.474,2.591,0.064,7.754,58.857,104.171,9.085
15/9-F-11 A,3325.8,7.061,2.586,0.063,7.833,58.921,104.089,8.922
15/9-F-11 A,3325.9,6.947,2.583,0.062,7.854,58.96,104.248,8.759
15/9-F-11 A,3326.0,6.834,2.58,0.061,7.875,59.001,104.459,8.597
15/9-F-11 A,3326.1,6.928,2.581,0.062,7.798,59.078,104.567,8.478
15/9-F-11 A,3326.2,6.526,2.585,0.062,7.682,59.274,104.763,8.389
15/9-F-11 A,3326.3,6.279,2.592,0.063,7.582,59.548,105.034,8.374
15/9-F-11 A,3326.4,7.292,2.6,0.064,7.535,59.952,105.485,8.406
15/9-F-11 A,3326.5,7.831,2.602,0.065,7.543,60.314,105.907,8.463
15/9-F-11 A,3326.6,7.855,2.598,0.063,7.579,60.619,106.279,8.441
15/9-F-11 A,3326.7,8.35,2.591,0.064,7.612,60.683,106.417,8.308
15/9-F-11 A,3326.8,8.266,2.586,0.065,7.641,60.648,106.281,8.153
15/9-F-11 A,3326.9,8.631,2.586,0.065,7.67,60.526,105.932,8.059
15/9-F-11 A,3327.0,9.267,2.589,0.064,7.693,60.157,105.191,8.035
15/9-F-11 A,3327.1,7.642,2.589,0.063,7.706,59.853,104.407,8.129
15/9-F-11 A,3327.2,7.154,2.585,0.066,7.705,59.604,103.592,8.22
15/9-F-11 A,3327.3,7.042,2.579,0.063,7.701,59.428,102.854,8.258
15/9-F-11 A,3327.4,7.223,2.573,0.068,7.693,59.368,102.726,8.345
15/9-F-11 A,3327.5,7.281,2.572,0.066,7.678,59.42,103.188,8.403
15/9-F-11 A,3327.6,7.811,2.576,0.067,7.677,59.512,103.454,8.283
15/9-F-11 A,3327.7,7.499,2.583,0.067,7.715,59.687,104.034,8.052
15/9-F-11 A,3327.8,7.315,2.588,0.069,7.776,59.957,104.987,7.986
15/9-F-11 A,3327.9,6.404,2.586,0.07,7.79,60.321,105.605,8.052
15/9-F-11 A,3328.0,6.775,2.58,0.069,7.728,60.681,105.958,8.149
15/9-F-11 A,3328.1,7.288,2.574,0.07,7.646,61.025,105.962,8.229
15/9-F-11 A,3328.2,8.697,2.573,0.072,7.629,61.181,105.711,8.272
15/9-F-11 A,3328.3,8.803,2.575,0.073,7.677,61.275,105.38,8.319
15/9-F-11 A,3328.4,10.119,2.578,0.074,7.721,61.301,104.966,8.29
15/9-F-11 A,3328.5,10.697,2.579,0.075,7.702,61.369,104.743,8.146
15/9-F-11 A,3328.6,11.359,2.578,0.078,7.616,61.454,104.598,8.158
15/9-F-11 A,3328.7,12.467,2.576,0.075,7.524,61.555,104.544,8.312
15/9-F-11 A,3328.8,12.827,2.576,0.074,7.476,61.567,105.144,8.49
15/9-F-11 A,3328.9,13.685,2.578,0.073,7.478,61.62,105.844,8.553
15/9-F-11 A,3329.0,13.712,2.579,0.073,7.492,61.847,106.345,8.582
15/9-F-11 A,3329.1,13.538,2.58,0.074,7.494,62.107,106.682,8.648
15/9-F-11 A,3329.2,12.184,2.579,0.076,7.487,62.432,107.106,8.723
15/9-F-11 A,3329.3,12.482,2.58,0.079,7.484,62.949,108.048,8.967
15/9-F-11 A,3329.4,14.152,2.581,0.081,7.481,63.478,108.722,9.325
15/9-F-11 A,3329.5,16.355,2.583,0.082,7.473,64.008,109.535,9.214
15/9-F-11 A,3329.6,18.369,2.585,0.083,7.463,64.525,111.6,8.912
15/9-F-11 A,3329.7,20.319,2.588,0.081,7.463,64.877,111.811,8.738
15/9-F-11 A,3329.8,20.826,2.592,0.078,7.472,65.069,111.145,8.651
15/9-F-11 A,3329.9,21.042,2.596,0.072,7.482,64.767,111.423,8.43
15/9-F-11 A,3330.0,21.221,2.599,0.068,7.479,64.13,110.3,8.077
15/9-F-11 A,3330.1,20.893,2.6,0.064,7.475,63.276,108.312,8.189
15/9-F-11 A,3330.2,21.444,2.599,0.061,7.508,62.49,107.229,8.494
15/9-F-11 A,3330.3,19.707,2.6,0.058,7.572,61.82,106.303,8.599
15/9-F-11 A,3330.4,17.799,2.602,0.056,7.621,61.247,105.536,8.736
15/9-F-11 A,3330.5,15.35,2.604,0.055,7.607,60.834,105.873,9.33
15/9-F-11 A,3330.6,13.178,2.605,0.054,7.549,60.322,106.356,9.476
15/9-F-11 A,3330.7,12.907,2.604,0.055,7.509,59.711,106.983,9.722
15/9-F-11 A,3330.8,11.339,2.603,0.056,7.507,59.559,107.49,10.007
15/9-F-11 A,3330.9,10.126,2.603,0.057,7.539,59.389,108.031,9.972
15/9-F-11 A,3331.0,10.633,2.602,0.062,7.591,59.189,108.612,9.877
15/9-F-11 A,3331.1,10.533,2.601,0.061,7.643,59.222,105.468,9.767
15/9-F-11 A,3331.2,11.373,2.6,0.062,7.682,59.251,103.035,9.982
15/9-F-11 A,3331.3,11.295,2.599,0.062,7.703,59.247,102.041,10.007
15/9-F-11 A,3331.4,11.144,2.597,0.062,7.722,59.205,102.378,9.892
15/9-F-11 A,3331.5,9.728,2.594,0.061,7.738,59.092,103.401,9.852
15/9-F-11 A,3331.6,8.221,2.592,0.06,7.746,58.86,105.334,9.773
15/9-F-11 A,3331.7,7.96,2.589,0.059,7.753,58.728,108.703,9.629
15/9-F-11 A,3331.8,6.609,2.587,0.058,7.769,58.687,110.515,9.48
15/9-F-11 A,3331.9,6.116,2.587,0.058,7.805,58.804,108.249,9.406
15/9-F-11 A,3332.0,6.55,2.589,0.057,7.847,59.224,106.884,9.237
15/9-F-11 A,3332.1,7.175,2.591,0.06,7.855,59.731,105.944,9.136
15/9-F-11 A,3332.2,6.795,2.59,0.06,7.803,60.251,105.517,9.13
15/9-F-11 A,3332.3,6.783,2.589,0.061,7.719,60.654,105.545,9.215
15/9-F-11 A,3332.4,7.775,2.59,0.062,7.644,60.983,105.783,9.344
15/9-F-11 A,3332.5,9.963,2.594,0.062,7.6,61.189,106.197,9.384
15/9-F-11 A,3332.6,12.631,2.598,0.064,7.593,61.179,106.064,9.624
15/9-F-11 A,3332.7,14.697,2.602,0.067,7.616,61.094,105.648,9.772
15/9-F-11 A,3332.8,16.863,2.606,0.062,7.665,61.111,105.043,9.11
15/9-F-11 A,3332.9,19.018,2.613,0.06,7.722,60.899,104.798,8.39
15/9-F-11 A,3333.0,18.819,2.619,0.057,7.759,60.56,104.841,9.029
15/9-F-11 A,3333.1,16.995,2.624,0.055,7.76,60.22,105.534,10.176
15/9-F-11 A,3333.2,14.994,2.626,0.054,7.71,59.887,106.63,10.307
15/9-F-11 A,3333.3,13.423,2.623,0.052,7.639,59.583,107.957,10.439
15/9-F-11 A,3333.4,12.404,2.619,0.051,7.593,59.585,108.731,10.463
15/9-F-11 A,3333.5,11.725,2.616,0.051,7.598,59.651,108.148,10.45
15/9-F-11 A,3333.6,12.922,2.616,0.054,7.65,59.773,106.45,10.45
15/9-F-11 A,3333.7,13.234,2.619,0.052,7.705,60.034,105.108,10.656
15/9-F-11 A,3333.8,12.368,2.622,0.055,7.731,60.193,103.75,10.881
15/9-F-11 A,3333.9,11.36,2.622,0.058,7.72,60.252,102.379,11.186
15/9-F-11 A,3334.0,12.245,2.62,0.06,7.69,60.422,102.885,11.335
15/9-F-11 A,3334.1,12.904,2.618,0.06,7.668,60.533,103.711,11.479
15/9-F-11 A,3334.2,13.353,2.617,0.063,7.65,60.572,104.866,11.524
15/9-F-11 A,3334.3,13.779,2.616,0.063,7.627,60.747,105.954,11.491
15/9-F-11 A,3334.4,14.847,2.615,0.061,7.596,60.991,106.631,11.222
15/9-F-11 A,3334.5,14.271,2.611,0.062,7.563,61.323,106.708,11.011
15/9-F-11 A,3334.6,13.893,2.605,0.065,7.531,61.685,107.193,11.363
15/9-F-11 A,3334.7,13.807,2.598,0.07,7.498,61.974,107.609,11.447
15/9-F-11 A,3334.8,14.004,2.594,0.075,7.473,62.125,107.798,11.391
15/9-F-11 A,3334.9,13.942,2.591,0.079,7.463,62.373,108.364,11.428
15/9-F-11 A,3335.0,13.444,2.589,0.081,7.467,62.543,108.822,11.398
15/9-F-11 A,3335.1,14.504,2.587,0.082,7.48,62.496,108.862,11.466
15/9-F-11 A,3335.2,17.258,2.584,0.081,7.496,62.28,108.558,11.377
15/9-F-11 A,3335.3,19.482,2.583,0.079,7.525,61.939,107.943,10.571
15/9-F-11 A,3335.4,22.033,2.586,0.075,7.553,61.375,106.712,9.808
15/9-F-11 A,3335.5,22.004,2.591,0.07,7.563,60.831,105.672,9.644
15/9-F-11 A,3335.6,21.256,2.595,0.065,7.559,60.248,104.763,9.85
15/9-F-11 A,3335.7,20.978,2.599,0.061,7.566,59.493,104.083,9.872
15/9-F-11 A,3335.8,19.101,2.603,0.058,7.616,59.011,103.737,9.902
15/9-F-11 A,3335.9,16.013,2.61,0.056,7.699,58.693,103.456,10.018
15/9-F-11 A,3336.0,13.308,2.617,0.055,7.778,58.581,102.733,10.125
15/9-F-11 A,3336.1,12.535,2.621,0.055,7.817,58.673,102.625,10.104
15/9-F-11 A,3336.2,10.635,2.62,0.056,7.814,58.898,102.842,10.136
15/9-F-11 A,3336.3,8.751,2.617,0.056,7.795,59.277,102.893,10.428
15/9-F-11 A,3336.4,8.346,2.613,0.056,7.793,59.476,102.95,10.444
15/9-F-11 A,3336.5,8.539,2.609,0.057,7.803,59.552,103.045,10.39
15/9-F-11 A,3336.6,9.275,2.607,0.057,7.797,59.653,103.6,10.298
15/9-F-11 A,3336.7,9.948,2.604,0.059,7.761,59.838,104.167,10.288
15/9-F-11 A,3336.8,10.229,2.602,0.06,7.709,60.098,104.756,10.243
15/9-F-11 A,3336.9,10.45,2.599,0.061,7.66,60.659,105.952,10.23
15/9-F-11 A,3337.0,10.824,2.598,0.064,7.62,61.43,107.252,10.259
15/9-F-11 A,3337.1,11.702,2.597,0.071,7.571,62.413,108.66,10.256
15/9-F-11 A,3337.2,12.648,2.596,0.077,7.497,63.551,110.671,10.167
15/9-F-11 A,3337.3,14.201,2.594,0.084,7.407,64.69,111.943,10.068
15/9-F-11 A,3337.4,15.187,2.59,0.089,7.321,65.824,112.279,9.842
15/9-F-11 A,3337.5,16.388,2.587,0.097,7.276,66.499,113.771,9.393
15/9-F-11 A,3337.6,17.926,2.585,0.105,7.275,66.814,114.725,9.294
15/9-F-11 A,3337.7,21.608,2.584,0.11,7.291,66.645,114.724,9.228
15/9-F-11 A,3337.8,27.493,2.581,0.11,7.291,66.025,113.94,9.345
15/9-F-11 A,3337.9,30.751,2.576,0.104,7.284,65.119,112.181,8.716
15/9-F-11 A,3338.0,33.679,2.572,0.092,7.302,63.803,108.83,7.682
15/9-F-11 A,3338.1,37.215,2.57,0.078,7.362,62.585,105.489,5.942
15/9-F-11 A,3338.2,37.403,2.575,0.065,7.437,61.242,101.831,5.313
15/9-F-11 A,3338.3,34.827,2.585,0.055,7.487,59.57,97.442,4.688
15/9-F-11 A,3338.4,31.368,2.597,0.051,7.492,58.204,95.8,4.922
15/9-F-11 A,3338.5,28.254,2.609,0.048,7.472,57.133,95.063,6.951
15/9-F-11 A,3338.6,22.702,2.619,0.047,7.435,56.665,94.694,8.993
15/9-F-11 A,3338.7,16.06,2.624,0.043,7.384,56.805,96.31,11.572
15/9-F-11 A,3338.8,11.722,2.624,0.042,7.322,57.224,98.544,13.633
15/9-F-11 A,3338.9,10.343,2.62,0.042,7.282,57.863,100.351,13.256
15/9-F-11 A,3339.0,8.845,2.616,0.043,7.291,58.604,101.563,13.004
15/9-F-11 A,3339.1,9.107,2.613,0.046,7.348,59.357,102.481,13.17
15/9-F-11 A,3339.2,9.607,2.609,0.049,7.42,59.931,103.299,13.46
15/9-F-11 A,3339.3,9.854,2.604,0.052,7.481,60.488,104.176,13.955
15/9-F-11 A,3339.4,10.43,2.6,0.056,7.508,61.02,105.16,14.2
15/9-F-11 A,3339.5,11.161,2.597,0.062,7.503,61.43,106.719,14.175
15/9-F-11 A,3339.6,13.363,2.596,0.068,7.489,61.703,107.787,13.236
15/9-F-11 A,3339.7,14.586,2.598,0.074,7.485,61.872,108.44,12.432
15/9-F-11 A,3339.8,16.264,2.601,0.077,7.501,61.892,108.047,12.057
15/9-F-11 A,3339.9,17.387,2.604,0.077,7.528,61.726,107.48,11.893
15/9-F-11 A,3340.0,19.863,2.605,0.073,7.561,61.399,106.767,11.999
15/9-F-11 A,3340.1,21.469,2.604,0.069,7.607,60.943,106.19,12.089
15/9-F-11 A,3340.2,21.061,2.602,0.064,7.653,60.38,105.749,10.547
15/9-F-11 A,3340.3,19.5,2.601,0.063,7.677,59.707,105.449,9.469
15/9-F-11 A,3340.4,17.733,2.604,0.06,7.665,59.139,104.279,8.889
15/9-F-11 A,3340.5,15.541,2.608,0.055,7.632,58.694,103.256,9.221
15/9-F-11 A,3340.6,13.526,2.61,0.055,7.603,58.398,102.457,10.125
15/9-F-11 A,3340.7,12.492,2.609,0.055,7.586,58.331,102.346,11.752
15/9-F-11 A,3340.8,11.22,2.605,0.055,7.576,58.394,102.553,11.6
15/9-F-11 A,3340.9,10.438,2.601,0.056,7.558,58.624,103.153,11.191
15/9-F-11 A,3341.0,9.936,2.598,0.058,7.536,58.972,104.275,11.112
15/9-F-11 A,3341.1,11.015,2.595,0.059,7.513,59.342,105.093,10.891
15/9-F-11 A,3341.2,11.658,2.596,0.06,7.498,59.724,105.192,10.621
15/9-F-11 A,3341.3,13.061,2.6,0.06,7.512,59.995,105.29,10.499
15/9-F-11 A,3341.4,13.934,2.607,0.059,7.544,60.19,105.273,10.422
15/9-F-11 A,3341.5,13.832,2.612,0.059,7.586,60.264,104.989,10.357
15/9-F-11 A,3341.6,13.739,2.613,0.058,7.62,60.398,104.852,10.357
15/9-F-11 A,3341.7,13.632,2.614,0.058,7.642,60.635,104.841,10.138
15/9-F-11 A,3341.8,12.909,2.614,0.059,7.651,61.122,105.074,10.033
15/9-F-11 A,3341.9,13.373,2.613,0.061,7.65,61.54,105.262,10.032
15/9-F-11 A,3342.0,14.397,2.612,0.063,7.647,61.99,105.713,9.779
15/9-F-11 A,3342.1,14.797,2.608,0.065,7.639,62.664,107.266,9.735
15/9-F-11 A,3342.2,16.148,2.602,0.068,7.615,63.071,108.944,9.646
15/9-F-11 A,3342.3,16.653,2.595,0.072,7.568,63.423,110.667,9.494
15/9-F-11 A,3342.4,16.705,2.587,0.077,7.503,64.147,112.314,9.387
15/9-F-11 A,3342.5,18.443,2.58,0.082,7.46,64.692,113.79,8.81
15/9-F-11 A,3342.6,21.374,2.578,0.086,7.465,65.121,115.084,8.378
15/9-F-11 A,3342.7,22.274,2.578,0.089,7.5,65.464,115.704,8.524
15/9-F-11 A,3342.8,22.215,2.579,0.09,7.523,65.292,115.333,8.578
15/9-F-11 A,3342.9,21.271,2.581,0.087,7.495,64.717,114.093,8.788
15/9-F-11 A,3343.0,19.553,2.583,0.081,7.433,63.585,110.312,7.718
15/9-F-11 A,3343.1,18.728,2.588,0.074,7.395,62.128,106.871,6.376
15/9-F-11 A,3343.2,18.256,2.595,0.066,7.441,60.401,103.735,6.911
15/9-F-11 A,3343.3,16.761,2.604,0.059,7.559,59.515,101.457,8.731
15/9-F-11 A,3343.4,13.671,2.61,0.053,7.684,58.653,100.233,11.277
15/9-F-11 A,3343.5,11.282,2.614,0.048,7.777,57.818,100.119,12.509
15/9-F-11 A,3343.6,9.91,2.614,0.045,7.84,57.729,100.213,12.054
15/9-F-11 A,3343.7,8.525,2.614,0.044,7.899,57.707,100.203,11.951
15/9-F-11 A,3343.8,8.07,2.614,0.044,7.937,57.737,100.049,11.968
15/9-F-11 A,3343.9,7.472,2.614,0.044,7.904,58.01,99.084,12.009
15/9-F-11 A,3344.0,8.866,2.612,0.046,7.77,58.346,98.722,11.792
15/9-F-11 A,3344.1,10.262,2.61,0.048,7.636,58.745,99.417,11.786
15/9-F-11 A,3344.2,12.381,2.605,0.052,7.524,59.225,100.717,11.659
15/9-F-11 A,3344.3,13.261,2.599,0.056,7.489,59.753,102.06,11.318
15/9-F-11 A,3344.4,14.355,2.592,0.058,7.505,60.35,103.307,10.54
15/9-F-11 A,3344.5,14.464,2.586,0.059,7.546,60.583,104.373,10.29
15/9-F-11 A,3344.6,14.612,2.585,0.059,7.608,60.653,105.195,10.046
15/9-F-11 A,3344.7,14.106,2.589,0.059,7.692,60.528,105.529,9.651
15/9-F-11 A,3344.8,13.464,2.595,0.059,7.783,60.197,105.463,9.783
15/9-F-11 A,3344.9,11.938,2.6,0.058,7.849,59.81,105.196,9.964
15/9-F-11 A,3345.0,11.873,2.6,0.056,7.872,59.438,104.677,9.83
15/9-F-11 A,3345.1,9.955,2.599,0.055,7.886,59.224,104.179,9.644
15/9-F-11 A,3345.2,9.573,2.6,0.055,7.907,59.075,103.726,9.536
15/9-F-11 A,3345.3,10.454,2.602,0.055,7.927,58.947,103.426,9.554
15/9-F-11 A,3345.4,9.447,2.606,0.056,7.922,58.752,102.951,9.552
15/9-F-11 A,3345.5,9.155,2.607,0.056,7.881,58.541,102.478,9.491
15/9-F-11 A,3345.6,8.558,2.606,0.056,7.836,58.409,102.501,9.464
15/9-F-11 A,3345.7,8.269,2.605,0.055,7.807,58.415,102.873,9.397
15/9-F-11 A,3345.8,7.514,2.604,0.055,7.794,58.509,103.437,9.321
15/9-F-11 A,3345.9,8.975,2.604,0.055,7.786,58.652,103.869,9.263
15/9-F-11 A,3346.0,9.673,2.606,0.056,7.783,58.895,104.205,9.197
15/9-F-11 A,3346.1,9.311,2.608,0.057,7.799,59.204,104.461,9.132
15/9-F-11 A,3346.2,9.894,2.61,0.058,7.828,59.399,104.531,9.028
15/9-F-11 A,3346.3,10.2,2.611,0.059,7.864,59.5,104.676,8.988
15/9-F-11 A,3346.4,10.431,2.61,0.06,7.894,59.517,104.886,9.074
15/9-F-11 A,3346.5,11.893,2.605,0.059,7.899,59.485,104.5,9.025
15/9-F-11 A,3346.6,11.815,2.599,0.058,7.872,59.517,103.841,9.034
15/9-F-11 A,3346.7,11.951,2.594,0.058,7.803,59.616,102.888,9.042
15/9-F-11 A,3346.8,11.798,2.593,0.058,7.727,59.695,103.114,9.076
15/9-F-11 A,3346.9,12.642,2.595,0.058,7.71,59.763,103.375,9.034
15/9-F-11 A,3347.0,12.068,2.596,0.057,7.768,59.819,103.614,8.937
15/9-F-11 A,3347.1,11.352,2.596,0.056,7.83,59.769,103.817,8.77
15/9-F-11 A,3347.2,11.501,2.596,0.055,7.827,59.759,104.178,8.657
15/9-F-11 A,3347.3,11.021,2.597,0.055,7.785,59.826,104.794,8.562
15/9-F-11 A,3347.4,10.818,2.6,0.056,7.767,60.149,105.811,8.505
15/9-F-11 A,3347.5,10.918,2.602,0.058,7.771,60.551,106.999,8.486
15/9-F-11 A,3347.6,12.416,2.602,0.06,7.758,61.029,108.396,8.562
15/9-F-11 A,3347.7,14.091,2.602,0.062,7.707,61.663,109.649,8.645
15/9-F-11 A,3347.8,15.07,2.604,0.062,7.638,62.391,110.969,8.562
15/9-F-11 A,3347.9,14.026,2.606,0.063,7.591,63.256,112.528,8.378
15/9-F-11 A,3348.0,13.936,2.607,0.064,7.602,64.197,113.844,8.246
15/9-F-11 A,3348.1,14.178,2.604,0.068,7.657,65.073,115.237,7.996
15/9-F-11 A,3348.2,15.132,2.6,0.067,7.72,65.682,117.1,7.539
15/9-F-11 A,3348.3,15.352,2.597,0.069,7.768,66.182,118.249,7.45
15/9-F-11 A,3348.4,15.201,2.595,0.071,7.79,66.596,119.297,6.966
15/9-F-11 A,3348.5,16.074,2.594,0.073,7.775,66.833,121.075,6.598
15/9-F-11 A,3348.6,17.489,2.593,0.077,7.731,67.164,123.119,6.483
15/9-F-11 A,3348.7,17.642,2.595,0.082,7.705,67.511,124.95,6.197
15/9-F-11 A,3348.8,18.765,2.601,0.088,7.75,67.68,124.8,5.951
15/9-F-11 A,3348.9,21.511,2.608,0.095,7.857,67.727,124.968,5.819
15/9-F-11 A,3349.0,25.11,2.611,0.099,7.968,67.701,125.299,5.603
15/9-F-11 A,3349.1,28.038,2.61,0.1,8.023,67.668,125.359,5.137
15/9-F-11 A,3349.2,27.873,2.609,0.097,8.0,67.535,125.265,4.455
15/9-F-11 A,3349.3,26.693,2.61,0.091,7.93,67.337,125.054,4.174
15/9-F-11 A,3349.4,24.934,2.615,0.084,7.86,67.26,124.757,4.612
15/9-F-11 A,3349.5,20.893,2.619,0.08,7.815,67.21,124.595,4.867
15/9-F-11 A,3349.6,18.25,2.618,0.079,7.803,67.183,124.555,4.856
15/9-F-11 A,3349.7,18.302,2.614,0.081,7.809,67.439,124.975,4.942
15/9-F-11 A,3349.8,19.548,2.612,0.084,7.813,67.849,125.49,4.962
15/9-F-11 A,3349.9,21.345,2.609,0.087,7.806,68.426,126.11,4.638
15/9-F-11 A,3350.0,22.249,2.604,0.089,7.796,68.788,126.542,4.144
15/9-F-11 A,3350.1,21.926,2.597,0.091,7.784,69.102,126.709,4.019
15/9-F-11 A,3350.2,22.149,2.591,0.093,7.773,69.365,126.539,4.109
15/9-F-11 A,3350.3,23.029,2.588,0.094,7.759,69.449,125.483,4.236
15/9-F-11 A,3350.4,22.708,2.588,0.095,7.759,69.562,124.014,4.202
15/9-F-11 A,3350.5,22.116,2.588,0.096,7.785,69.752,122.028,4.235
15/9-F-11 A,3350.6,22.73,2.59,0.098,7.843,69.961,120.58,4.301
15/9-F-11 A,3350.7,22.838,2.592,0.1,7.899,70.106,119.665,4.3
15/9-F-11 A,3350.8,22.685,2.593,0.101,7.92,70.118,119.634,4.303
15/9-F-11 A,3350.9,22.654,2.593,0.104,7.909,70.06,120.214,4.25
15/9-F-11 A,3351.0,22.536,2.592,0.104,7.879,69.958,120.754,4.194
15/9-F-11 A,3351.1,22.028,2.59,0.104,7.84,69.791,120.842,4.276
15/9-F-11 A,3351.2,22.72,2.59,0.1,7.807,69.78,120.951,4.355
15/9-F-11 A,3351.3,22.348,2.59,0.1,7.798,69.829,121.123,4.268
15/9-F-11 A,3351.4,22.295,2.59,0.102,7.826,69.915,121.477,4.347
15/9-F-11 A,3351.5,21.133,2.59,0.098,7.89,69.95,122.019,4.469
15/9-F-11 A,3351.6,20.36,2.59,0.097,7.952,69.972,122.524,4.441
15/9-F-11 A,3351.7,19.904,2.59,0.097,7.973,70.028,122.556,4.379
15/9-F-11 A,3351.8,19.689,2.592,0.099,7.954,70.092,122.442,4.359
15/9-F-11 A,3351.9,20.093,2.593,0.099,7.899,70.16,122.292,4.377
15/9-F-11 A,3352.0,20.599,2.594,0.099,7.825,70.244,122.361,4.349
15/9-F-11 A,3352.1,22.16,2.595,0.1,7.755,70.304,122.854,4.366
15/9-F-11 A,3352.2,24.736,2.594,0.101,7.695,70.354,123.623,4.346
15/9-F-11 A,3352.3,23.907,2.594,0.102,7.672,70.447,124.529,4.33
15/9-F-11 A,3352.4,23.282,2.594,0.102,7.679,70.515,125.411,4.281
15/9-F-11 A,3352.5,23.236,2.594,0.102,7.702,70.568,126.262,4.263
15/9-F-11 A,3352.6,24.714,2.594,0.104,7.731,70.687,126.847,4.2
15/9-F-11 A,3352.7,25.167,2.592,0.105,7.736,70.753,127.867,4.119
15/9-F-11 A,3352.8,24.678,2.589,0.106,7.71,70.773,129.286,4.093
15/9-F-11 A,3352.9,23.592,2.586,0.107,7.673,70.803,130.254,4.062
15/9-F-11 A,3353.0,23.061,2.585,0.107,7.659,70.875,131.512,4.018
15/9-F-11 A,3353.1,22.481,2.586,0.107,7.674,70.994,133.089,4.035
15/9-F-11 A,3353.2,22.567,2.586,0.107,7.691,71.147,133.859,4.026
15/9-F-11 A,3353.3,23.706,2.584,0.107,7.691,71.277,134.674,4.003
15/9-F-11 A,3353.4,25.1,2.58,0.108,7.688,71.374,135.607,3.945
15/9-F-11 A,3353.5,26.332,2.576,0.108,7.697,71.436,136.838,3.889
15/9-F-11 A,3353.6,25.547,2.573,0.108,7.719,71.432,137.527,3.851
15/9-F-11 A,3353.7,25.514,2.572,0.109,7.734,71.325,137.276,3.81
15/9-F-11 A,3353.8,24.801,2.571,0.109,7.737,71.217,137.331,3.835
15/9-F-11 A,3353.9,24.312,2.571,0.109,7.732,71.122,137.426,3.896
15/9-F-11 A,3354.0,25.379,2.572,0.109,7.741,71.054,137.496,3.915
15/9-F-11 A,3354.1,25.335,2.575,0.106,7.779,71.066,137.261,3.903
15/9-F-11 A,3354.2,24.292,2.579,0.106,7.837,71.086,136.821,3.916
15/9-F-11 A,3354.3,24.137,2.583,0.106,7.89,71.079,136.04,3.878
15/9-F-11 A,3354.4,25.054,2.585,0.107,7.92,71.039,135.415,3.819
15/9-F-11 A,3354.5,25.119,2.585,0.109,7.923,70.975,134.607,3.843
15/9-F-11 A,3354.6,23.084,2.585,0.109,7.902,70.87,133.044,3.882
15/9-F-11 A,3354.7,23.56,2.585,0.109,7.851,70.66,132.671,3.845
15/9-F-11 A,3354.8,24.436,2.583,0.108,7.769,70.436,132.515,3.884
15/9-F-11 A,3354.9,24.407,2.577,0.106,7.67,70.327,131.205,3.884
15/9-F-11 A,3355.0,23.022,2.571,0.104,7.599,70.208,130.509,3.875
15/9-F-11 A,3355.1,23.008,2.567,0.102,7.597,70.104,130.048,3.896
15/9-F-11 A,3355.2,23.767,2.568,0.101,7.655,70.113,129.121,3.895
15/9-F-11 A,3355.3,22.883,2.572,0.1,7.737,70.076,128.954,3.954
15/9-F-11 A,3355.4,21.202,2.575,0.1,7.808,70.007,129.193,3.998
15/9-F-11 A,3355.5,22.161,2.576,0.1,7.835,69.906,128.746,4.034
15/9-F-11 A,3355.6,24.46,2.575,0.101,7.814,69.78,128.588,4.068
15/9-F-11 A,3355.7,23.603,2.573,0.102,7.76,69.643,128.667,4.123
15/9-F-11 A,3355.8,24.126,2.572,0.102,7.699,69.698,129.075,4.093
15/9-F-11 A,3355.9,23.284,2.573,0.1,7.651,69.743,129.43,4.144
15/9-F-11 A,3356.0,23.216,2.576,0.098,7.615,69.777,129.738,4.162
15/9-F-11 A,3356.1,23.506,2.578,0.096,7.604,69.576,129.596,4.16
15/9-F-11 A,3356.2,22.426,2.58,0.095,7.616,69.389,129.084,4.203
15/9-F-11 A,3356.3,20.601,2.581,0.094,7.649,69.217,128.156,4.27
15/9-F-11 A,3356.4,20.603,2.583,0.093,7.691,68.918,126.362,4.309
15/9-F-11 A,3356.5,20.581,2.585,0.092,7.72,68.744,125.064,4.316
15/9-F-11 A,3356.6,19.468,2.585,0.09,7.74,68.748,124.507,4.331
15/9-F-11 A,3356.7,19.371,2.585,0.093,7.75,68.848,123.636,4.345
15/9-F-11 A,3356.8,19.941,2.583,0.09,7.751,69.008,123.729,4.366
15/9-F-11 A,3356.9,18.71,2.58,0.091,7.728,69.251,125.486,4.36
15/9-F-11 A,3357.0,17.998,2.577,0.093,7.684,69.458,126.594,4.372
15/9-F-11 A,3357.1,18.906,2.576,0.094,7.646,69.62,127.869,4.376
15/9-F-11 A,3357.2,20.164,2.577,0.095,7.633,69.702,129.722,4.366
15/9-F-11 A,3357.3,21.395,2.58,0.096,7.647,69.768,131.075,4.36
15/9-F-11 A,3357.4,22.871,2.583,0.096,7.686,69.849,131.935,4.334
