WELL,DEPTH,GR,RHOB,NPHI,PEF,DT,DTS,RT
15/9-F-1 A,3341.2,36.0607,2.6149,0.1529,8.0239,74.5876,138.847,2.2545
15/9-F-1 A,3341.3,35.0283,2.611,0.1481,7.9609,74.579,138.7279,2.2976
15/9-F-1 A,3341.4,33.9848,2.6051,0.1461,7.912,74.5426,138.574,2.3535
15/9-F-1 A,3341.5,34.2514,2.6011,0.1473,7.9112,74.5065,138.42,2.4019
15/9-F-1 A,3341.6,34.3898,2.6008,0.1505,7.9589,74.5967,138.2666,2.4062
15/9-F-1 A,3341.7,36.2161,2.6034,0.1536,8.0165,74.7234,138.1134,2.3745
15/9-F-1 A,3341.8,41.9757,2.6075,0.1553,8.0348,74.8499,137.9593,2.3419
15/9-F-1 A,3341.9,47.3705,2.6118,0.1559,8.0049,74.8978,137.4437,2.3327
15/9-F-1 A,3342.0,52.3823,2.6156,0.156,7.9617,74.9164,136.7926,2.3387
15/9-F-1 A,3342.1,52.8407,2.6184,0.1555,7.9607,74.9352,136.1418,2.3602
15/9-F-1 A,3342.2,52.0981,2.6197,0.1547,8.0234,75.0037,135.6004,2.3894
15/9-F-1 A,3342.3,52.4213,2.62,0.1557,8.1213,75.0959,135.1106,2.35
15/9-F-1 A,3342.4,51.7539,2.6192,0.1612,8.2108,75.1877,134.6211,2.2096
15/9-F-1 A,3342.5,51.1484,2.6163,0.1731,8.2493,75.1009,134.2316,2.1103
15/9-F-1 A,3342.6,46.3385,2.609,0.1887,8.2154,74.91,133.9005,2.1777
15/9-F-1 A,3342.7,43.439,2.5961,0.203,8.1147,74.719,133.5707,2.3876
15/9-F-1 A,3342.8,39.5172,2.5792,0.2112,7.9649,74.5595,133.7906,2.5827
15/9-F-1 A,3342.9,38.2204,2.5632,0.2088,7.7855,74.4223,134.4023,2.5216
15/9-F-1 A,3343.0,36.757,2.5532,0.2072,7.6233,74.2853,135.0143,2.3662
15/9-F-1 A,3343.1,37.4813,2.5509,0.2,7.5176,74.2466,135.7038,2.2976
15/9-F-1 A,3343.2,38.8816,2.5542,0.1922,7.503,74.2928,136.4605,2.2692
15/9-F-1 A,3343.3,38.8215,2.5604,0.1817,7.5773,74.3392,137.2172,2.3061
15/9-F-1 A,3343.4,38.3275,2.5665,0.1785,7.679,74.4107,138.0151,2.342
15/9-F-1 A,3343.5,38.769,2.5697,0.1743,7.7359,74.5088,138.856,2.3758
15/9-F-1 A,3343.6,41.1978,2.5706,0.1717,7.7233,74.6068,139.6964,2.4026
15/9-F-1 A,3343.7,43.6715,2.5721,0.1702,7.6742,74.7001,140.3399,2.4248
15/9-F-1 A,3343.8,43.741,2.5758,0.1689,7.6275,74.7873,140.7329,2.4429
15/9-F-1 A,3343.9,44.7712,2.5804,0.1675,7.6025,74.8746,141.1255,2.4545
15/9-F-1 A,3344.0,45.9842,2.5829,0.1657,7.6148,74.95,141.3505,2.4527
15/9-F-1 A,3344.1,49.607,2.5829,0.1642,7.6581,75.0074,141.3159,2.4437
15/9-F-1 A,3344.2,51.89,2.5831,0.1636,7.7231,75.0647,141.281,2.4471
15/9-F-1 A,3344.3,53.7618,2.5857,0.1642,7.7805,75.0811,141.1628,2.4668
15/9-F-1 A,3344.4,54.2526,2.5901,0.1653,7.8183,75.0195,140.8858,2.4866
15/9-F-1 A,3344.5,54.5283,2.5934,0.1668,7.8405,74.9579,140.6088,2.4977
15/9-F-1 A,3344.6,55.0524,2.5948,0.1694,7.8582,74.9046,140.3131,2.5792
15/9-F-1 A,3344.7,52.0701,2.5951,0.1739,7.8694,74.871,139.9731,2.6499
15/9-F-1 A,3344.8,48.1484,2.5959,0.1797,7.8612,74.8374,139.6331,2.6787
15/9-F-1 A,3344.9,46.2932,2.5958,0.186,7.837,74.7963,139.2848,2.7187
15/9-F-1 A,3345.0,43.7438,2.5926,0.1911,7.7833,74.733,138.9116,2.7423
15/9-F-1 A,3345.1,41.9433,2.5871,0.1942,7.6798,74.6697,138.5387,2.7436
15/9-F-1 A,3345.2,41.3668,2.5826,0.1954,7.5451,74.6141,138.2413,2.7613
15/9-F-1 A,3345.3,41.4081,2.5825,0.1946,7.4307,74.5899,138.2446,2.7811
15/9-F-1 A,3345.4,41.7072,2.5852,0.192,7.3868,74.5658,138.2481,2.7604
15/9-F-1 A,3345.5,44.1739,2.5868,0.1875,7.4195,74.5412,138.3209,2.7326
15/9-F-1 A,3345.6,45.9707,2.5859,0.182,7.4885,74.514,138.7772,2.7127
15/9-F-1 A,3345.7,50.659,2.5843,0.1771,7.5613,74.4869,139.2332,2.6816
15/9-F-1 A,3345.8,51.3384,2.5852,0.1738,7.6368,74.4616,139.6038,2.6773
15/9-F-1 A,3345.9,50.2619,2.589,0.173,7.7148,74.4513,139.2483,2.7034
15/9-F-1 A,3346.0,50.862,2.5931,0.1735,7.7666,74.4409,138.8926,2.7383
15/9-F-1 A,3346.1,51.4845,2.5954,0.1747,7.7676,74.4286,138.5051,2.751
15/9-F-1 A,3346.2,51.5878,2.5957,0.1768,7.7337,74.3841,137.5952,2.77
15/9-F-1 A,3346.3,49.5887,2.5948,0.1802,7.6851,74.3395,136.6853,2.7998
15/9-F-1 A,3346.4,48.6304,2.593,0.1844,7.63,74.2949,135.7808,2.8018
15/9-F-1 A,3346.5,48.5639,2.5901,0.1881,7.593,74.0828,134.3065,2.7819
15/9-F-1 A,3346.6,46.815,2.5865,0.1903,7.6007,73.8722,132.843,2.7552
15/9-F-1 A,3346.7,44.4646,2.5836,0.1901,7.642,73.6614,131.3832,2.7256
15/9-F-1 A,3346.8,43.072,2.5819,0.1878,7.6698,73.3082,131.4236,2.7164
15/9-F-1 A,3346.9,41.0494,2.5816,0.1833,7.666,72.9488,131.5275,2.7135
15/9-F-1 A,3347.0,38.6685,2.5825,0.1783,7.6521,72.5895,131.632,2.7073
15/9-F-1 A,3347.1,36.8834,2.5834,0.174,7.6476,72.2706,132.0308,2.6987
15/9-F-1 A,3347.2,36.2601,2.5843,0.1709,7.6466,71.9556,132.4582,2.6856
15/9-F-1 A,3347.3,33.6203,2.5856,0.1712,7.6339,71.6409,132.8861,2.6709
15/9-F-1 A,3347.4,30.0124,2.5879,0.1648,7.619,71.5277,133.5452,2.6674
15/9-F-1 A,3347.5,28.1028,2.5904,0.1601,7.6107,71.4464,134.241,2.6539
15/9-F-1 A,3347.6,25.7061,2.5911,0.1541,7.613,71.3653,134.9363,2.637
15/9-F-1 A,3347.7,24.7872,2.5901,0.1471,7.6227,71.3637,135.4603,2.6322
15/9-F-1 A,3347.8,25.1504,2.5894,0.1402,7.6439,71.3802,135.9453,2.6421
15/9-F-1 A,3347.9,25.1569,2.5906,0.1339,7.683,71.3973,136.4303,2.655
15/9-F-1 A,3348.0,26.7998,2.5938,0.1288,7.7326,71.6508,136.8563,2.6727
15/9-F-1 A,3348.1,29.0478,2.5981,0.1284,7.7854,71.9759,137.2645,2.707
15/9-F-1 A,3348.2,32.473,2.6037,0.1268,7.8307,72.3013,137.6732,2.7374
15/9-F-1 A,3348.3,33.2736,2.6109,0.125,7.859,72.7665,138.3361,2.768
15/9-F-1 A,3348.4,35.8754,2.6185,0.132,7.8635,73.2862,139.0982,2.7917
15/9-F-1 A,3348.5,36.3251,2.6252,0.1377,7.8374,73.8061,139.86,2.8137
15/9-F-1 A,3348.6,38.4841,2.6294,0.1401,7.8058,74.3385,140.5375,2.848
15/9-F-1 A,3348.7,42.6971,2.6296,0.1442,7.7881,74.8772,141.1739,2.8651
15/9-F-1 A,3348.8,47.1186,2.6259,0.1471,7.7938,75.4155,141.8095,2.867
15/9-F-1 A,3348.9,51.1349,2.6201,0.1503,7.8174,75.8174,142.1655,2.8796
15/9-F-1 A,3349.0,53.6016,2.6142,0.1554,7.8433,76.1368,142.3527,2.8964
15/9-F-1 A,3349.1,58.2548,2.6088,0.1636,7.8646,76.4558,142.5388,2.8921
15/9-F-1 A,3349.2,61.1615,2.6036,0.1743,7.8687,76.5875,142.2206,2.8569
15/9-F-1 A,3349.3,61.995,2.5983,0.1855,7.8378,76.5814,141.5311,2.8064
15/9-F-1 A,3349.4,61.1657,2.5932,0.1952,7.7697,76.5749,140.8415,2.7814
15/9-F-1 A,3349.5,61.5156,2.5883,0.2,7.6755,76.439,140.1273,2.7344
15/9-F-1 A,3349.6,59.7199,2.5838,0.209,7.5882,76.1875,139.3911,2.6852
15/9-F-1 A,3349.7,58.5834,2.5795,0.2128,7.5306,75.9357,138.6555,2.7011
15/9-F-1 A,3349.8,57.2084,2.5756,0.2129,7.5149,75.5571,138.2077,2.7011
15/9-F-1 A,3349.9,52.1762,2.5731,0.2079,7.5384,75.0409,138.0715,2.6683
15/9-F-1 A,3350.0,52.4733,2.5723,0.2002,7.5734,74.525,137.9354,2.6377
15/9-F-1 A,3350.1,51.484,2.5718,0.1927,7.6028,74.0873,137.8551,2.602
15/9-F-1 A,3350.2,51.5648,2.5711,0.1879,7.6243,73.7526,137.848,2.5755
15/9-F-1 A,3350.3,51.1079,2.5715,0.1852,7.6363,73.4184,137.8411,2.5777
15/9-F-1 A,3350.4,49.1361,2.5751,0.1825,7.6307,73.3137,137.936,2.6009
15/9-F-1 A,3350.5,47.4197,2.5816,0.1786,7.5931,73.5766,138.1941,2.614
15/9-F-1 A,3350.6,44.1967,2.5878,0.1735,7.5303,73.8398,138.4523,2.603
15/9-F-1 A,3350.7,43.9834,2.5919,0.1684,7.4633,74.2562,138.7995,2.5974
15/9-F-1 A,3350.8,43.3977,2.5946,0.165,7.4161,74.9745,139.3222,2.59
15/9-F-1 A,3350.9,47.2473,2.5986,0.1652,7.401,75.6928,139.8447,2.5822
15/9-F-1 A,3351.0,51.9677,2.6058,0.1699,7.4236,76.4056,140.3016,2.6044
15/9-F-1 A,3351.1,57.8738,2.6166,0.1793,7.4818,77.1047,140.5968,2.6689
15/9-F-1 A,3351.2,65.1539,2.6288,0.1914,7.5637,77.8034,140.892,2.7128
15/9-F-1 A,3351.3,71.3124,2.638,0.2038,7.6355,78.3462,141.2096,2.694
15/9-F-1 A,3351.4,77.0304,2.6398,0.2144,7.6533,78.3977,141.5978,2.6265
15/9-F-1 A,3351.5,78.1404,2.6339,0.2193,7.587,78.4489,141.986,2.5402
15/9-F-1 A,3351.6,77.0457,2.6225,0.2239,7.4515,78.415,142.3531,2.4466
15/9-F-1 A,3351.7,75.3293,2.6089,0.2253,7.3051,78.0246,142.6334,2.3586
15/9-F-1 A,3351.8,70.1346,2.5953,0.2232,7.2211,77.6343,142.9134,2.3414
15/9-F-1 A,3351.9,66.8174,2.5837,0.2171,7.2194,77.2446,143.1765,2.3617
15/9-F-1 A,3352.0,66.1022,2.578,0.2077,7.2731,76.859,143.3394,2.3555
15/9-F-1 A,3352.1,64.7634,2.5724,0.1983,7.3267,76.4735,143.5022,2.3174
15/9-F-1 A,3352.2,60.6736,2.5717,0.1899,7.3459,76.1073,143.64,2.3164
15/9-F-1 A,3352.3,60.867,2.5727,0.1846,7.3523,75.9189,143.5455,2.3604
15/9-F-1 A,3352.4,61.0582,2.5756,0.1825,7.3758,75.7306,143.4509,2.4108
15/9-F-1 A,3352.5,60.4883,2.5813,0.1857,7.4169,75.5473,143.3535,2.4135
15/9-F-1 A,3352.6,60.5522,2.5905,0.1874,7.4556,75.4585,143.2014,2.4379
15/9-F-1 A,3352.7,62.1769,2.6013,0.1899,7.476,75.3697,143.0494,2.4758
15/9-F-1 A,3352.8,63.8195,2.6098,0.1916,7.4798,75.281,142.8973,2.494
15/9-F-1 A,3352.9,63.6918,2.6143,0.1917,7.4878,75.2217,142.7671,2.5177
15/9-F-1 A,3353.0,62.6187,2.6165,0.1903,7.5277,75.1624,142.6368,2.5426
15/9-F-1 A,3353.1,63.273,2.6207,0.1883,7.5989,75.103,142.5068,2.5571
15/9-F-1 A,3353.2,61.2783,2.6284,0.1867,7.6763,75.0072,142.5108,2.5701
15/9-F-1 A,3353.3,60.3202,2.6356,0.1848,7.7295,74.9096,142.5218,2.5836
15/9-F-1 A,3353.4,60.8108,2.6367,0.1823,7.7482,74.8119,142.5329,2.5703
15/9-F-1 A,3353.5,61.7424,2.632,0.1759,7.7551,74.7231,142.5566,2.5684
15/9-F-1 A,3353.6,62.0573,2.6265,0.1716,7.7562,74.6352,142.5816,2.5946
15/9-F-1 A,3353.7,63.598,2.6251,0.1692,7.7601,74.5473,142.6067,2.6153
15/9-F-1 A,3353.8,60.9542,2.6286,0.1639,7.7757,74.509,142.6416,2.5949
15/9-F-1 A,3353.9,60.0802,2.6334,0.1609,7.7948,74.4791,142.6781,2.5504
15/9-F-1 A,3354.0,57.8217,2.6365,0.1583,7.7956,74.4493,142.7146,2.5154
15/9-F-1 A,3354.1,56.5436,2.637,0.1629,7.7632,74.436,142.7499,2.4855
15/9-F-1 A,3354.2,56.3425,2.6351,0.1637,7.7265,74.4266,142.785,2.4972
15/9-F-1 A,3354.3,53.5728,2.6327,0.164,7.7361,74.4174,142.8202,2.5558
15/9-F-1 A,3354.4,52.94,2.632,0.1656,7.817,74.504,142.9008,2.6102
15/9-F-1 A,3354.5,52.9444,2.6335,0.1689,7.9196,74.6209,142.9958,2.6445
15/9-F-1 A,3354.6,53.8025,2.6351,0.1727,7.9687,74.7378,143.0908,2.6488
15/9-F-1 A,3354.7,58.2978,2.6346,0.1726,7.9553,74.857,143.1287,2.6327
15/9-F-1 A,3354.8,59.6701,2.6315,0.1763,7.901,74.9771,143.1437,2.616
15/9-F-1 A,3354.9,60.0268,2.6266,0.1722,7.8384,75.0971,143.1585,2.6098
15/9-F-1 A,3355.0,61.2471,2.6201,0.1692,7.7751,75.1727,143.1332,2.6146
15/9-F-1 A,3355.1,63.0048,2.6122,0.1681,7.7113,75.2259,143.0874,2.6018
15/9-F-1 A,3355.2,63.6113,2.6054,0.1641,7.6671,75.2789,143.0416,2.5907
15/9-F-1 A,3355.3,61.3653,2.6032,0.1623,7.6658,75.2838,142.9549,2.5875
15/9-F-1 A,3355.4,60.2476,2.6066,0.1648,7.7221,75.2585,142.8427,2.5686
15/9-F-1 A,3355.5,58.7612,2.6124,0.1712,7.8032,75.2337,142.7307,2.5562
15/9-F-1 A,3355.6,59.5878,2.6165,0.1798,7.8662,75.3616,142.6553,2.5686
15/9-F-1 A,3355.7,60.0197,2.6185,0.1879,7.8873,75.6059,142.6077,2.5607
15/9-F-1 A,3355.8,61.7042,2.6193,0.1935,7.857,75.8503,142.5601,2.5467
15/9-F-1 A,3355.9,62.9591,2.6196,0.1981,7.7994,76.1926,142.5263,2.5446
15/9-F-1 A,3356.0,63.1669,2.6196,0.2033,7.7336,76.625,142.5051,2.5327
15/9-F-1 A,3356.1,64.0627,2.6193,0.2098,7.675,77.058,142.4841,2.5186
15/9-F-1 A,3356.2,67.8168,2.6182,0.2166,7.6304,77.69,142.5562,2.5164
15/9-F-1 A,3356.3,71.3206,2.6159,0.2222,7.6041,78.5444,142.7324,2.5163
15/9-F-1 A,3356.4,74.2899,2.6117,0.2267,7.5932,79.3988,142.9091,2.5094
15/9-F-1 A,3356.5,76.2594,2.6075,0.2304,7.5801,80.1818,143.235,2.4966
15/9-F-1 A,3356.6,77.9022,2.6057,0.2324,7.5516,80.8684,143.7637,2.4727
15/9-F-1 A,3356.7,81.1995,2.6078,0.2322,7.5144,81.5547,144.2928,2.4286
15/9-F-1 A,3356.8,83.5184,2.6141,0.23,7.4759,82.1115,145.0295,2.3587
15/9-F-1 A,3356.9,85.2174,2.6206,0.2276,7.4386,82.4535,146.1104,2.2708
15/9-F-1 A,3357.0,89.0212,2.6227,0.2264,7.4083,82.7955,147.1916,2.2233
15/9-F-1 A,3357.1,90.2987,2.6191,0.226,7.3858,83.088,148.4206,2.2022
15/9-F-1 A,3357.2,89.8472,2.6117,0.2261,7.3604,83.2792,149.9518,2.1728
15/9-F-1 A,3357.3,92.3539,2.6052,0.2276,7.3299,83.4704,151.4833,2.0954
15/9-F-1 A,3357.4,92.7063,2.602,0.2334,7.2964,83.6912,153.1642,1.9971
15/9-F-1 A,3357.5,93.3391,2.6012,0.2456,7.2808,83.9875,155.228,1.9514
15/9-F-1 A,3357.6,96.3876,2.5998,0.2666,7.3027,84.2842,157.2919,1.9316
15/9-F-1 A,3357.7,95.2741,2.5947,0.2975,7.3437,84.7265,159.4706,1.8724
15/9-F-1 A,3357.8,94.9371,2.5812,0.338,7.3633,85.6486,162.0273,1.811
15/9-F-1 A,3357.9,97.1033,2.5572,0.3814,7.341,86.5711,164.5841,1.8011
15/9-F-1 A,3358.0,98.3994,2.521,0.422,7.3037,87.6315,167.2231,1.8086
15/9-F-1 A,3358.1,101.5114,2.4772,0.4567,7.3005,89.2999,170.2233,1.8157
15/9-F-1 A,3358.2,107.1139,2.4272,0.4842,7.3399,90.9684,173.2236,1.8245
15/9-F-1 A,3358.3,120.439,2.3775,0.5056,7.3987,92.6948,176.204,1.8482
15/9-F-1 A,3358.4,137.6253,2.3315,0.5209,7.4471,94.7854,179.0605,1.8965
15/9-F-1 A,3358.5,156.5222,2.294,0.5315,7.4723,96.876,181.9168,1.937
15/9-F-1 A,3358.6,174.3078,2.267,0.54,7.4744,98.9373,184.7176,2.0502
15/9-F-1 A,3358.7,197.895,2.2509,0.5432,7.4602,100.7008,186.9519,2.1322
15/9-F-1 A,3358.8,222.0748,2.2428,0.5465,7.4477,102.4641,189.186,2.0764
15/9-F-1 A,3358.9,233.8733,2.2389,0.5445,7.4585,104.204,191.3777,1.9214
15/9-F-1 A,3359.0,245.5258,2.2353,0.544,7.4849,105.4029,192.5921,1.7441
15/9-F-1 A,3359.1,260.748,2.2304,0.5414,7.5001,106.6018,193.8065,1.6892
15/9-F-1 A,3359.2,273.0166,2.225,0.5295,7.5,107.8095,195.0292,1.8738
15/9-F-1 A,3359.3,283.6702,2.2214,0.5198,7.5107,108.4267,195.3576,2.3406
15/9-F-1 A,3359.4,285.558,2.2212,0.5148,7.5429,109.0492,195.6889,2.6808
15/9-F-1 A,3359.5,286.5469,2.2242,0.5123,7.5672,109.6719,196.0185,2.6887
15/9-F-1 A,3359.6,290.3472,2.229,0.5075,7.5458,110.3963,195.6758,2.6611
15/9-F-1 A,3359.7,291.1416,2.2339,0.4989,7.4811,111.1268,195.2927,2.6376
15/9-F-1 A,3359.8,296.2252,2.2385,0.4905,7.4182,111.8554,194.9089,2.5857
15/9-F-1 A,3359.9,299.6459,2.2429,0.4837,7.3942,111.7659,194.2433,2.5404
15/9-F-1 A,3360.0,302.221,2.2469,0.4771,7.4028,111.5809,193.5446,2.5911
15/9-F-1 A,3360.1,307.6066,2.2492,0.4707,7.4236,111.397,192.8464,2.9056
15/9-F-1 A,3360.2,314.3076,2.2495,0.4639,7.4354,111.7397,192.2749,3.3082
15/9-F-1 A,3360.3,315.1443,2.2489,0.4578,7.4226,112.1771,191.7262,3.3781
15/9-F-1 A,3360.4,315.3023,2.2493,0.455,7.4068,112.6127,191.1787,3.4398
15/9-F-1 A,3360.5,312.6704,2.2513,0.4586,7.425,112.2604,191.1447,3.7152
15/9-F-1 A,3360.6,311.5242,2.254,0.4627,7.4822,111.7106,191.2394,3.8363
15/9-F-1 A,3360.7,312.4917,2.2572,0.4747,7.5563,111.1615,191.3354,3.6414
15/9-F-1 A,3360.8,316.2711,2.261,0.4896,7.6204,110.9101,191.9646,3.4862
15/9-F-1 A,3360.9,312.5761,2.265,0.4997,7.6623,110.7572,192.77,3.7992
15/9-F-1 A,3361.0,306.4114,2.2684,0.494,7.6792,110.6028,193.576,4.0792
15/9-F-1 A,3361.1,304.3645,2.271,0.4783,7.6584,109.8088,194.631,3.8976
15/9-F-1 A,3361.2,302.877,2.2728,0.4577,7.6062,108.7453,195.791,3.4962
15/9-F-1 A,3361.3,301.3272,2.2732,0.4421,7.5437,107.6828,196.9507,2.981
15/9-F-1 A,3361.4,302.0776,2.2706,0.435,7.5085,107.066,197.9983,3.1637
15/9-F-1 A,3361.5,299.9243,2.2656,0.4337,7.5432,106.6831,198.9871,4.8813
15/9-F-1 A,3361.6,297.8939,2.263,0.4353,7.6394,106.3004,199.9753,6.2634
15/9-F-1 A,3361.7,295.1098,2.2668,0.4385,7.7646,105.9897,200.6573,5.1308
15/9-F-1 A,3361.8,297.876,2.2744,0.4431,7.8722,105.7255,201.1419,4.7148
15/9-F-1 A,3361.9,296.2638,2.282,0.4462,7.9463,105.462,201.6259,4.5788
15/9-F-1 A,3362.0,296.5673,2.2881,0.4434,8.0131,105.4958,201.8285,4.3728
15/9-F-1 A,3362.1,295.2486,2.2927,0.4346,8.0808,105.7634,201.8098,4.1253
15/9-F-1 A,3362.2,300.3198,2.2958,0.4275,8.1497,106.0307,201.7906,4.1339
15/9-F-1 A,3362.3,302.6031,2.2974,0.4317,8.2092,106.2123,201.5916,4.2483
15/9-F-1 A,3362.4,295.8206,2.2972,0.442,8.2492,106.3121,201.221,4.1392
15/9-F-1 A,3362.5,288.1838,2.2945,0.4592,8.2624,106.4122,200.8504,3.9342
15/9-F-1 A,3362.6,282.9915,2.289,0.4668,8.2176,106.5704,200.4616,3.6628
15/9-F-1 A,3362.7,278.9106,2.2808,0.4653,8.0881,106.7962,200.0521,3.4459
15/9-F-1 A,3362.8,276.2953,2.2708,0.4658,7.8854,107.0217,199.6427,3.3015
15/9-F-1 A,3362.9,274.5702,2.2594,0.476,7.6086,107.0925,199.3074,3.1106
15/9-F-1 A,3363.0,271.5865,2.2476,0.4971,7.2968,106.9466,199.0764,2.9073
15/9-F-1 A,3363.1,270.1895,2.2358,0.51,6.9992,106.8006,198.8457,2.9069
15/9-F-1 A,3363.2,266.9801,2.2235,0.511,6.7673,106.6142,198.7545,3.258
15/9-F-1 A,3363.3,268.3392,2.2118,0.5058,6.6441,106.3587,198.9026,3.6942
15/9-F-1 A,3363.4,271.3359,2.2027,0.5031,6.6347,106.1034,199.051,3.7661
15/9-F-1 A,3363.5,269.3795,2.1971,0.4998,6.7145,105.8869,199.2682,3.5632
15/9-F-1 A,3363.6,267.6668,2.1946,0.493,6.8588,105.7529,199.6316,3.4026
15/9-F-1 A,3363.7,267.9539,2.1938,0.4888,7.0292,105.6191,199.995,3.3475
15/9-F-1 A,3363.8,272.6517,2.1931,0.4874,7.1943,105.5724,200.3676,3.2495
15/9-F-1 A,3363.9,274.6554,2.1931,0.4905,7.336,105.7586,200.7652,3.2182
15/9-F-1 A,3364.0,270.8767,2.197,0.4961,7.4517,105.9447,201.1626,3.3167
15/9-F-1 A,3364.1,270.6264,2.2069,0.5035,7.5186,106.1054,201.5205,3.2641
15/9-F-1 A,3364.2,264.2512,2.2206,0.5039,7.5139,106.1785,201.7418,3.0175
15/9-F-1 A,3364.3,260.9618,2.2311,0.4922,7.4548,106.2516,201.9632,2.8984
15/9-F-1 A,3364.4,262.3606,2.2336,0.4721,7.3907,106.3053,202.1588,2.9343
15/9-F-1 A,3364.5,263.0279,2.2281,0.4569,7.3896,106.2684,202.2349,2.9743
15/9-F-1 A,3364.6,264.4811,2.2217,0.4561,7.4529,106.2317,202.311,2.9277
15/9-F-1 A,3364.7,266.8465,2.224,0.4663,7.4925,106.2152,202.3857,2.9667
15/9-F-1 A,3364.8,263.1525,2.2357,0.4703,7.4478,106.3357,202.4512,3.157
15/9-F-1 A,3364.9,256.0399,2.2489,0.4605,7.3513,106.4562,202.5167,3.455
15/9-F-1 A,3365.0,259.0334,2.2537,0.4461,7.2761,106.5871,202.5952,3.8495
15/9-F-1 A,3365.1,257.901,2.2458,0.4385,7.2584,106.8356,202.8211,4.2402
15/9-F-1 A,3365.2,263.2334,2.2292,0.4388,7.2752,107.0841,203.047,4.4454
15/9-F-1 A,3365.3,268.2948,2.211,0.4465,7.2871,107.3568,203.2803,4.2551
15/9-F-1 A,3365.4,272.788,2.1975,0.4573,7.288,108.3215,203.7287,3.6993
15/9-F-1 A,3365.5,275.1238,2.1893,0.4737,7.3343,109.2862,204.177,3.4445
15/9-F-1 A,3365.6,268.6384,2.1853,0.4884,7.4748,110.25,204.6259,3.4735
15/9-F-1 A,3365.7,254.6558,2.1849,0.4983,7.7097,110.8335,205.2877,3.5978
15/9-F-1 A,3365.8,239.503,2.1894,0.5019,7.9713,111.4105,205.9532,3.7061
15/9-F-1 A,3365.9,231.0452,2.1989,0.5063,8.12,111.9865,206.6192,3.8606
15/9-F-1 A,3366.0,230.7302,2.2099,0.5146,8.036,112.149,207.5058,4.0509
15/9-F-1 A,3366.1,233.0438,2.2162,0.5181,7.7412,112.283,208.4076,4.0959
15/9-F-1 A,3366.2,238.7635,2.2141,0.5137,7.4126,112.4167,209.3097,3.9633
15/9-F-1 A,3366.3,247.992,2.2044,0.5039,7.2115,112.3971,210.2915,3.8351
15/9-F-1 A,3366.4,255.6152,2.189,0.4991,7.1873,112.3581,211.2834,3.9535
15/9-F-1 A,3366.5,254.9832,2.1716,0.5035,7.2883,112.3189,212.275,4.2366
15/9-F-1 A,3366.6,254.1951,2.159,0.5107,7.4305,112.2131,213.1439,4.6587
15/9-F-1 A,3366.7,253.234,2.1586,0.5084,7.5565,112.0946,213.9895,5.1112
15/9-F-1 A,3366.8,245.7149,2.1734,0.4933,7.6828,111.976,214.8336,5.5253
15/9-F-1 A,3366.9,240.3188,2.1969,0.472,7.8456,111.787,215.0924,5.5515
15/9-F-1 A,3367.0,235.5162,2.2227,0.4514,8.0286,111.5795,215.1973,5.1565
15/9-F-1 A,3367.1,230.3094,2.2476,0.4366,8.1451,111.3717,215.3007,4.8868
15/9-F-1 A,3367.2,222.1849,2.2706,0.4316,8.0999,111.0356,214.8415,5.5998
15/9-F-1 A,3367.3,211.4455,2.2879,0.437,7.8803,110.6553,214.1884,6.6379
15/9-F-1 A,3367.4,212.3408,2.2963,0.4538,7.5715,110.275,213.5341,7.1814
15/9-F-1 A,3367.5,211.9077,2.2958,0.4745,7.2611,109.9338,212.4355,6.9027
15/9-F-1 A,3367.6,211.862,2.2914,0.4833,7.0271,109.6096,211.1423,5.7579
15/9-F-1 A,3367.7,213.0135,2.2886,0.4763,6.8857,109.285,209.8493,4.4192
15/9-F-1 A,3367.8,210.2846,2.2881,0.4522,6.8221,108.7671,208.6324,3.8992
15/9-F-1 A,3367.9,212.8143,2.2886,0.4257,6.7881,108.1442,207.4567,4.0386
15/9-F-1 A,3368.0,208.8057,2.291,0.4046,6.7545,107.5215,206.2815,4.1005
15/9-F-1 A,3368.1,201.0117,2.2968,0.3941,6.7342,106.9816,205.303,3.7193
15/9-F-1 A,3368.2,192.6802,2.3061,0.3937,6.7525,106.4968,204.4558,3.4312
15/9-F-1 A,3368.3,183.555,2.3144,0.3984,6.7825,106.0121,203.6095,3.5227
15/9-F-1 A,3368.4,180.0058,2.3177,0.4023,6.7782,105.5658,203.1242,3.5398
15/9-F-1 A,3368.5,180.5214,2.3152,0.4013,6.7367,105.1506,202.9324,3.3283
15/9-F-1 A,3368.6,175.2851,2.3105,0.3954,6.6887,104.7357,202.7415,3.0607
15/9-F-1 A,3368.7,175.4047,2.3081,0.3885,6.6324,104.4504,202.9083,2.9016
15/9-F-1 A,3368.8,176.4341,2.3079,0.3859,6.53,104.2926,203.4274,2.8799
15/9-F-1 A,3368.9,178.5553,2.3074,0.3907,6.3843,104.135,203.9475,2.8601
15/9-F-1 A,3369.0,174.8214,2.3039,0.4015,6.2565,104.0314,204.8807,2.8919
15/9-F-1 A,3369.1,172.2231,2.2972,0.4127,6.216,103.9924,206.3065,3.0972
15/9-F-1 A,3369.2,171.3392,2.2905,0.4198,6.2692,103.9536,207.7326,3.3141
15/9-F-1 A,3369.3,166.2446,2.2874,0.4138,6.4028,103.9548,209.3293,3.3742
15/9-F-1 A,3369.4,162.9363,2.2904,0.4061,6.5746,104.0144,211.1732,3.3843
